gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,No,No,68,No,No phone service,No,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),58.35412779237215,3968.080689881306,Yes
Female,1,Yes,No,21,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),56.85790968912494,1194.0161034716236,Yes
Male,0,Yes,Yes,20,Yes,No phone service,No,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,106.28213524789686,2125.642704957937,No
Male,0,No,No,54,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,No,Mailed check,110.33062463341417,5957.853730204365,Yes
Male,1,No,No,57,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,107.32386438689826,6117.460270053201,No
Female,1,No,No,42,No,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,112.20663468712425,4712.678656859219,No
Male,0,Yes,Yes,36,No,Yes,No,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.9635912983552,3238.689286740787,No
Male,1,Yes,Yes,36,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,70.33959719597382,2532.2254990550578,No
Male,0,Yes,Yes,35,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),31.75648643398257,1111.47702518939,Yes
Female,0,Yes,No,22,No,No phone service,No,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,107.69252918979964,2369.235642175592,Yes
Female,0,Yes,No,29,No,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),101.47543775149846,2942.7876947934556,Yes
Male,0,No,No,42,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),102.18894163504993,4291.935548672097,No
Male,1,No,Yes,68,No,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),74.6047768333189,5073.124824665685,No
Male,1,Yes,Yes,50,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),38.390228699956054,1919.5114349978028,No
Female,0,Yes,Yes,37,No,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,23.68226282982891,876.2437247036697,No
Male,1,No,No,38,No,No phone service,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),69.49042252732062,2640.6360560381836,No
Male,0,No,Yes,56,Yes,Yes,No,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,90.83024328679473,5086.493624060505,No
Female,0,No,Yes,35,No,Yes,No,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,98.03674934036653,3431.2862269128286,No
Female,0,No,Yes,50,Yes,Yes,No,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),22.70981627797378,1135.4908138986889,No
Male,1,No,Yes,60,No,No,DSL,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),27.10429129475562,1626.257477685337,Yes
Male,0,No,Yes,27,Yes,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.10640838482703,2945.87302639033,No
Female,1,No,Yes,41,No,No,No,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,68.36615126678015,2803.012201937986,Yes
Male,1,No,Yes,41,No,No phone service,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,97.26701509062336,3987.947618715558,No
Female,1,No,No,60,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,92.09483494151449,5525.690096490869,Yes
Male,0,No,Yes,60,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,39.60238953422804,2376.1433720536825,Yes
Female,0,No,Yes,43,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),37.551046968854834,1614.695019660758,Yes
Male,1,Yes,No,61,Yes,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,84.03137197137113,5125.913690253639,No
Male,1,Yes,Yes,66,No,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),86.52593770862634,5710.711888769339,No
Male,0,Yes,No,19,Yes,No phone service,DSL,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),24.8024792563957,471.2471058715183,No
Female,1,No,No,22,No,No,No,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,92.91732665912077,2044.181186500657,Yes
Male,0,Yes,No,27,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,107.06649528230693,2890.7953726222872,No
Male,1,Yes,No,20,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),119.84302107517777,2396.8604215035557,No
Female,0,No,Yes,30,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),114.26592128898827,3427.977638669648,Yes
Male,1,Yes,No,66,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,32.890607171131165,2170.780073294657,Yes
Female,1,No,Yes,57,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),103.27826694706027,5886.861215982435,Yes
Male,1,Yes,Yes,51,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),31.79812999641249,1621.7046298170371,No
Female,1,Yes,No,29,Yes,Yes,No,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),78.59975203467549,2279.3928090055892,Yes
Male,1,Yes,Yes,59,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Mailed check,40.68998195280956,2400.708935215764,Yes
Female,0,No,Yes,54,Yes,No phone service,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,39.96569534645284,2158.1475487084535,Yes
Female,1,Yes,Yes,31,No,No phone service,No,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,63.854480336849626,1979.4888904423385,No
Male,1,No,No,32,No,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),85.7888906539091,2745.2445009250914,No
Male,0,Yes,No,69,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,109.22281708261755,7536.3743787006115,No
Male,0,No,No,19,No,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),104.08999788811465,1977.7099598741784,No
Female,1,No,Yes,49,Yes,Yes,No,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),101.68102580977452,4982.370264678952,No
Male,0,No,Yes,44,No,No,No,Yes,No,No,No,No,No,Two year,No,Electronic check,100.84825370820874,4437.323163161185,No
Female,0,Yes,No,42,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,99.90389593524942,4195.963629280476,No
Male,1,Yes,No,37,No,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.12427244117562,3445.598080323498,No
Female,1,Yes,No,31,No,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,86.20104179054118,2672.2322955067766,Yes
Male,1,No,No,53,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,109.45913855390492,5801.334343356961,No
Male,0,No,Yes,54,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),111.91447488223993,6043.381643640956,Yes
Female,0,No,Yes,27,Yes,No,No,No,No,No,No,No,Yes,Two year,Yes,Electronic check,44.007742454194556,1188.209046263253,Yes
Female,0,No,No,48,Yes,No phone service,No,No,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),20.030430976139137,961.4606868546786,No
Male,1,No,Yes,55,No,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,71.41305541818234,3927.718048000029,No
Male,1,Yes,No,50,No,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,88.08636688257553,4404.3183441287765,Yes
Male,0,No,No,34,No,No phone service,No,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,29.011977682398594,986.4072412015522,Yes
Female,1,Yes,No,53,No,No phone service,DSL,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),107.14638058156177,5678.7581708227735,No
Female,0,Yes,Yes,44,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),82.25159425890656,3619.070147391889,No
Male,1,Yes,Yes,47,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),63.04805986259016,2963.2588135417373,Yes
Female,1,Yes,No,42,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,117.48887713205775,4934.532839546426,No
Female,0,No,No,32,No,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),47.601993322682446,1523.2637863258383,Yes
Female,1,No,No,18,No,No phone service,No,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,23.410116920234294,421.3821045642173,Yes
Male,1,Yes,No,27,No,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,19.64888534559799,530.5199043311457,Yes
Male,0,No,No,32,No,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card (automatic),20.88152844647372,668.208910287159,No
Male,1,No,No,67,No,No phone service,No,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,90.48272048135571,6062.342272250833,Yes
Female,1,No,Yes,23,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,83.14326434749422,1912.2950799923672,Yes
Male,1,No,No,67,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),63.508999519604004,4255.102967813468,Yes
Female,1,Yes,Yes,25,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,97.56346011451726,2439.0865028629314,No
Female,1,Yes,Yes,41,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),109.37522209123964,4484.384105740825,No
Female,1,No,Yes,40,No,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),66.93412034461838,2677.364813784735,Yes
Female,0,No,Yes,46,Yes,No phone service,No,No,Yes,Yes,No,No,Yes,Two year,No,Electronic check,41.46807542442096,1907.5314695233642,No
Female,1,No,No,29,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.77502610441329,2835.4757570279853,Yes
Female,1,No,Yes,37,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,89.30496815982085,3304.2838219133714,No
Female,0,Yes,Yes,45,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,99.07971569030384,4458.587206063673,Yes
Female,0,No,No,44,No,No,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),105.64906512155801,4648.558865348552,No
Male,0,Yes,No,34,No,Yes,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),69.77997726335349,2372.5192269540184,No
Male,1,No,No,51,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),78.76552119307978,4017.041580847069,Yes
Female,0,Yes,Yes,45,No,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),116.23168063773636,5230.425628698136,No
Female,1,Yes,No,62,No,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),107.095894009601,6639.945428595262,No
Female,1,Yes,No,40,No,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),96.82155397350428,3872.862158940171,No
Female,1,No,No,68,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,79.21234148182546,5386.439220764131,Yes
Male,0,No,No,49,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,35.03689685733853,1716.807946009588,Yes
Female,0,No,No,58,Yes,No phone service,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,87.75731029356027,5089.923997026495,Yes
Female,0,No,No,26,No,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,50.94343017630404,1324.5291845839051,Yes
Female,0,Yes,Yes,56,No,No,DSL,Yes,No,No,No,No,No,One year,No,Electronic check,108.39429324233294,6070.080421570645,No
Female,1,No,No,49,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),88.02081303485127,4313.019838707713,No
Female,0,Yes,Yes,42,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),23.872579011995732,1002.6483185038207,No
Male,0,No,Yes,58,Yes,No,No,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),117.4847765515326,6814.117039988891,Yes
Male,0,No,No,61,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.85477653651562,5176.141368727453,No
Male,0,No,Yes,58,No,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,112.09061395616934,6501.255609457821,Yes
Female,0,Yes,Yes,52,No,No phone service,No,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,77.25531965955844,4017.2766222970386,Yes
Male,0,Yes,Yes,26,No,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),36.08010935403547,938.0828432049223,Yes
Female,0,No,No,48,Yes,No phone service,No,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),98.82654474759224,4743.674147884427,No
Female,1,Yes,Yes,24,No,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.07452602674988,2257.788624641997,Yes
Male,1,No,No,53,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,39.75293078850903,2106.905331790979,Yes
Male,1,Yes,No,20,No,No phone service,No,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),107.90206352081529,2158.041270416306,Yes
Female,0,Yes,Yes,23,No,No,No,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,78.92875705872493,1815.3614123506734,Yes
Female,1,No,Yes,57,No,No phone service,No,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,60.02210348216321,3421.259898483303,No
Female,1,Yes,Yes,58,No,Yes,No,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),116.26991188049064,6743.654889068457,No
Female,0,Yes,No,72,No,No,No,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),93.34252872998648,6720.662068559027,No
Female,1,Yes,No,21,Yes,No,No,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),36.64320654374643,769.507337418675,No
Female,0,No,Yes,72,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),106.30633152768209,7654.055869993111,Yes
Female,0,No,Yes,46,Yes,No phone service,No,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),101.88732653415173,4686.817020570979,Yes
Female,0,No,No,31,No,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),53.21510364978821,1649.6682131434345,Yes
Male,0,No,Yes,62,No,No,No,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,89.1979074832145,5530.270263959299,No
Female,1,No,Yes,60,Yes,No,No,No,No,No,Yes,No,No,Two year,Yes,Mailed check,31.356197485116216,1881.3718491069728,Yes
Male,0,No,No,69,No,Yes,DSL,No,No,No,No,No,No,One year,No,Mailed check,47.478643830211475,3276.026424284592,Yes
Male,1,Yes,Yes,67,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Two year,No,Mailed check,75.86341029539473,5082.848489791447,Yes
Male,0,Yes,No,58,No,No phone service,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,38.34128885660364,2223.794753683011,Yes
Female,1,Yes,Yes,27,No,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),109.77254703901826,2963.858770053493,Yes
Female,1,Yes,Yes,35,Yes,No phone service,No,No,No,No,Yes,Yes,No,One year,No,Mailed check,38.82659424690432,1358.9307986416513,No
Male,1,Yes,Yes,60,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,92.50171331556525,5550.102798933915,No
Female,1,No,No,52,No,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,110.17359606676729,5729.026995471899,Yes
Male,0,Yes,Yes,49,No,Yes,DSL,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),57.50980466162663,2817.980428419705,Yes
Male,1,No,No,65,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),23.946764392695254,1556.5396855251915,Yes
Male,1,Yes,Yes,34,No,Yes,No,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,63.13037997684611,2146.4329192127675,No
Female,0,No,Yes,31,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,81.11135879095696,2514.452122519666,No
Male,1,No,No,59,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),89.05398488460372,5254.185108191619,Yes
Male,1,No,Yes,30,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),69.93099488640463,2097.929846592139,No
Female,0,Yes,No,23,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),67.08740637511568,1543.0103466276605,Yes
Female,0,No,No,29,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,21.03198307571245,609.9275091956611,No
Male,1,No,Yes,37,No,No,No,No,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),29.790391104991905,1102.2444708847004,No
Female,0,Yes,No,37,Yes,No,No,No,No,No,No,Yes,No,One year,No,Credit card (automatic),19.306105839927632,714.3259160773224,No
Female,1,No,Yes,52,Yes,No,No,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),54.33956938975467,2825.6576082672427,Yes
Male,1,Yes,No,24,No,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),103.17570065000449,2476.2168156001076,No
Male,1,No,No,40,Yes,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,112.19950049500517,4487.980019800207,Yes
Female,0,Yes,Yes,26,No,No,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),75.63969762127076,1966.6321381530397,No
Male,1,No,No,68,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,74.50056254724919,5066.038253212945,Yes
Female,1,Yes,No,42,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,97.19555688269114,4082.213389073028,No
Male,0,No,No,40,No,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),30.09175827978614,1203.6703311914457,Yes
Female,1,Yes,No,41,Yes,No phone service,No,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),88.03674899785582,3609.506708912089,Yes
Female,0,Yes,No,70,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,88.13270306566486,6169.28921459654,Yes
Male,1,Yes,Yes,62,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Two year,No,Mailed check,71.39465910892821,4426.468864753549,Yes
Female,1,Yes,No,71,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,44.969817472933755,3192.8570405782966,No
Female,0,Yes,No,55,No,No phone service,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,91.70264999712644,5043.645749841954,No
Female,1,Yes,No,35,Yes,No,No,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),73.89622001553349,2586.367700543672,Yes
Female,1,Yes,No,30,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,81.24945439019537,2437.483631705861,Yes
Male,1,Yes,No,28,Yes,No phone service,No,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,62.80468628036524,1758.5312158502268,No
Female,0,No,Yes,40,No,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),64.59192647306281,2583.6770589225125,No
Male,1,No,No,26,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,99.99237648104247,2599.801788507104,Yes
Male,0,Yes,Yes,36,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,63.585324099686424,2289.071667588711,No
Female,0,No,Yes,71,No,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,75.84960894302263,5385.322234954607,Yes
Male,1,Yes,No,65,No,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,34.35434755895486,2233.032591332066,No
Male,0,Yes,Yes,66,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),37.42721532927024,2470.196211731836,No
Female,0,Yes,Yes,26,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),20.020540915056003,520.5340637914561,Yes
Female,1,No,No,59,Yes,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),107.87197632871207,6364.446603394012,Yes
Male,0,Yes,No,63,No,No phone service,No,No,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),54.12344915700175,3409.7772968911104,No
Male,1,No,No,53,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,35.16334672339034,1863.657376339688,Yes
Female,1,No,No,51,No,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,111.12868986159044,5667.563182941112,No
Female,1,No,No,43,No,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),79.4526793438265,3416.46521178454,No
Male,0,No,Yes,51,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,92.35619902361101,4710.166150204162,Yes
Female,1,No,No,35,No,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),100.2115786250208,3507.405251875728,No
Male,1,No,No,48,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Mailed check,53.903078345576716,2587.3477605876824,Yes
Female,1,Yes,No,28,No,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),67.52283802529553,1890.6394647082748,No
Female,0,Yes,No,39,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,116.78726827818173,4554.703462849087,No
Male,0,No,Yes,66,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),56.74693706660862,3745.297846396169,No
Male,1,Yes,No,62,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),99.42032719901756,6164.060286339089,Yes
Female,0,Yes,Yes,26,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,111.88026575862814,2908.886909724332,Yes
Female,1,Yes,Yes,18,Yes,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,119.10260480891498,2143.8468865604696,Yes
Female,0,Yes,No,35,Yes,Yes,No,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),116.25770955218016,4069.0198343263055,Yes
Female,1,No,No,66,Yes,No,No,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,34.55098650562546,2280.36510937128,Yes
Male,1,Yes,Yes,24,No,Yes,DSL,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),36.75717046551171,882.1720911722812,Yes
Male,0,Yes,No,37,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),113.33919610203381,4193.550255775251,No
Female,1,No,Yes,53,Yes,Yes,No,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,70.77286106889937,3750.9616366516666,Yes
Female,1,No,No,56,Yes,No phone service,No,Yes,No,No,No,Yes,Yes,Two year,No,Mailed check,78.26336374631617,4382.748369793706,Yes
Male,0,Yes,No,49,No,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.42128282287655,4332.642858320951,Yes
Male,1,No,Yes,28,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,100.7713098781155,2821.596676587234,No
Female,1,No,No,53,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),56.77228485854175,3008.931097502713,No
Female,1,Yes,Yes,53,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,89.72092687975744,4755.209124627145,Yes
Female,1,No,Yes,47,Yes,No phone service,No,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),110.19033655700339,5178.94581817916,Yes
Male,1,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,84.0631937620062,1597.2006814781178,No
Female,1,No,No,18,No,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),36.90116177684442,664.2209119831996,Yes
Male,1,Yes,Yes,39,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,No,Mailed check,26.743294279289465,1042.988476892289,No
Female,0,Yes,No,23,No,No,No,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),113.06710144620124,2600.5433332626285,Yes
Male,0,Yes,Yes,53,Yes,Yes,No,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),52.40636162233852,2777.5371659839416,Yes
Female,0,Yes,Yes,65,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),104.43292689677094,6788.140248290111,Yes
Male,1,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),40.8110238823478,2285.4173374114766,Yes
Female,0,Yes,Yes,63,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),119.52534580263617,7530.096785566078,No
Male,1,No,No,44,Yes,No phone service,DSL,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),59.4152401325487,2614.270565832143,Yes
Female,0,No,Yes,66,Yes,No phone service,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),65.32532683755014,4311.471571278309,No
Male,1,No,Yes,21,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,95.1444968687035,1998.0344342427734,No
Male,1,No,Yes,48,No,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,112.19779740406642,5385.494275395188,No
Female,0,No,Yes,43,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,107.8311870344049,4636.741042479411,Yes
Female,1,Yes,Yes,22,No,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,112.16851074485001,2467.7072363867,Yes
